"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g4097.t1",5654.53236890784,2.16233833142908,0.633838839480981,3.41149547288663,0.000646075741512937,0.0339717320548547,5864,2632,1248,2378,5202,2797,3887,4793,5490,2273,13170
"Pocillopora_acuta_HIv2___TS.g28750.t1",67.4424031894743,1.85814275199071,0.440974446639539,4.21371978841576,2.51198905053772e-05,0.00430961975502472,168,53,25,21,33,73,40,41,182,37,55
"Pocillopora_acuta_HIv2___TS.g1598.t1",44.3348347343488,3.3518214464084,0.88506429637267,3.78709372883466,0.000152419616107391,0.0137787332961081,47,26,5,7,7,17,16,15,25,14,148
"Pocillopora_acuta_HIv2___TS.g15715.t1",618.984889684807,-1.80970920788057,0.529518351393899,-3.41765153769782,0.000631639202988736,0.0335125233116191,234,1063,1011,1135,311,1079,1168,383,327,579,59
"Pocillopora_acuta_HIv2___TS.g8000.t1",1129.73385024161,-2.07509461632349,0.296469943538361,-6.9993422994496,2.57166861052258e-12,6.71605544685807e-09,377,1577,1338,1965,1677,1547,709,1543,503,1883,165
"Pocillopora_acuta_HIv2___RNAseq.g14496.t1",278.22774747762,-0.874510282270101,0.258350249226772,-3.38497944123321,0.000711835857836228,0.0357535434862121,184,342,410,408,292,393,317,326,237,260,68
"Pocillopora_acuta_HIv2___RNAseq.g26048.t1",589.244637691777,-0.607904869203079,0.156915815960724,-3.87408283531622,0.000107027006657476,0.0109849902378922,447,822,757,700,794,644,781,709,501,567,156
"Pocillopora_acuta_HIv2___RNAseq.g8786.t1",113.050035186038,1.57461638763844,0.346043791620983,4.55033849982517,5.3559682622716e-06,0.00151843408420436,224,81,61,37,84,90,60,104,240,91,117
"Pocillopora_acuta_HIv2___RNAseq.g2074.t3",2861.81891295382,1.26541189904502,0.384854682916151,3.28802520851934,0.00100892805011229,0.043631256731892,2836,2226,2900,2622,2639,2063,2297,1832,3534,1945,3977
"Pocillopora_acuta_HIv2___RNAseq.g28420.t1",81.0695278077964,1.86759188851368,0.468020178502453,3.99040890606363,6.59594791917867e-05,0.00851819559848216,85,41,72,53,52,39,96,38,150,55,124
"Pocillopora_acuta_HIv2___RNAseq.g7092.t1",32.9589157028205,1.57616722205251,0.373824520217717,4.2163291512674,2.48311251628734e-05,0.00429140268991306,55,30,32,16,19,29,31,20,67,20,32
"Pocillopora_acuta_HIv2___RNAseq.g3903.t1",6027.99783844546,-0.732759370311599,0.196238284665831,-3.73402861505539,0.000188441070116377,0.0159895989603441,3934,7092,9567,7906,6697,6739,9094,5691,4590,6994,1763
"Pocillopora_acuta_HIv2___TS.g21030.t2",590.701876649146,-0.904799671992097,0.245466992691109,-3.68603396355892,0.000227775966608608,0.0173819685687296,420,654,1031,788,785,673,829,593,406,644,117
"Pocillopora_acuta_HIv2___RNAseq.g30127.t1",10.1051925719959,7.47002584350721,2.11553973474869,3.53102601705309,0.000413951029143284,0.0258763430558078,10,7,0,0,13,0,0,0,9,0,35
"Pocillopora_acuta_HIv2___RNAseq.g18964.t1",958.456930082499,1.3054902799787,0.344879680913603,3.78534994152277,0.00015349243223622,0.0138225522118012,1300,902,478,441,1038,793,1055,757,2531,777,624
"Pocillopora_acuta_HIv2___RNAseq.g20834.t1",4903.25012217492,-3.13871706400655,0.783576140453532,-4.00563123602752,6.18520810428666e-05,0.0082133972476358,905,1767,17747,15807,2608,7327,3119,2963,942,3898,334
"Pocillopora_acuta_HIv2___RNAseq.g13377.t1",141.633241588614,1.32123068528151,0.380277274242904,3.47438770279385,0.000512020633017535,0.0296417067941974,176,106,68,65,169,120,133,95,327,138,130
"Pocillopora_acuta_HIv2___TS.g29996.t1",2463.1856852939,1.61045062651828,0.383289955977503,4.20165099920542,2.64975414477346e-05,0.00444855867276824,2591,4187,1372,1543,2674,1272,1953,1638,5472,1356,2424
"Pocillopora_acuta_HIv2___RNAseq.g11609.t1",27139.9026699242,-0.832748725876955,0.228207127428256,-3.6490916618665,0.000263169197300777,0.0187440267071439,17893,41410,28470,31925,28614,38091,28057,40976,18398,27347,10040
"Pocillopora_acuta_HIv2___RNAseq.g4983.t1",113.457445499228,1.33253601520703,0.335445539558402,3.97243623200728,7.11412842625117e-05,0.00875731033953127,140,94,102,85,129,71,116,89,153,65,135
"Pocillopora_acuta_HIv2___TS.g17766.t1",77.7868126156014,-5.49624468770822,1.6869306424908,-3.25813317350905,0.0011214776336939,0.046819201247498,0,4,351,298,14,127,56,0,2,56,3
"Pocillopora_acuta_HIv2___TS.g22883.t1",906.557124455964,-1.08369531401974,0.336655993712317,-3.21899902054258,0.00128638924653851,0.0485317702257482,608,776,1393,1807,1147,868,993,1235,673,873,194
"Pocillopora_acuta_HIv2___RNAseq.g30881.t1",26.532792445428,-3.21270555416347,0.886744209405463,-3.62303527904344,0.000291166091652736,0.0202627043713829,2,9,47,78,42,32,43,10,7,43,2
"Pocillopora_acuta_HIv2___RNAseq.10844_t",201.007550104091,1.42344606732501,0.23314551233133,6.10539766814002,1.02545038973647e-09,1.09555390728936e-06,334,188,189,136,304,102,202,132,391,133,132
"Pocillopora_acuta_HIv2___RNAseq.g1909.t1",648.311368799247,0.794562909484568,0.246829209990913,3.21907974146909,0.0012860271704009,0.0485317702257482,785,894,537,497,569,654,642,458,1241,590,392
"Pocillopora_acuta_HIv2___RNAseq.g19269.t1",180.312149930967,1.44225317727924,0.380635481347695,3.78906656881471,0.000151214393118143,0.0137787332961081,188,158,133,109,190,120,119,157,289,115,248
"Pocillopora_acuta_HIv2___RNAseq.g8568.t1",8753.43350857912,1.86405248074947,0.573379290946988,3.25099373168992,0.00115002393172275,0.0472555288307894,14027,5648,3783,3003,1726,11363,2935,5866,14655,3200,15929
"Pocillopora_acuta_HIv2___TS.g28791.t2",73.657145263454,1.78649322888785,0.483782031255778,3.69276474417735,0.000221829215346327,0.0172644830380797,101,57,75,61,29,55,35,26,154,43,103
"Pocillopora_acuta_HIv2___RNAseq.g11853.t1",423.479959420834,-0.667914580543283,0.191210727606068,-3.4930811095459,0.000477481456155092,0.028644528884985,326,532,544,482,551,520,497,502,405,497,97
"Pocillopora_acuta_HIv2___RNAseq.g9585.t2",132.592860785691,0.796665452274968,0.242304146945486,3.28787378308554,0.00100947085574762,0.043631256731892,182,125,116,131,116,125,101,95,183,127,120
"Pocillopora_acuta_HIv2___RNAseq.g15568.t1",426.767152386102,1.0331959186237,0.23892922631341,4.32427599823399,1.53033609502152e-05,0.0030283056903688,601,596,470,313,462,188,591,295,649,384,256
"Pocillopora_acuta_HIv2___RNAseq.g6431.t1",64.0908893278961,1.28524950604204,0.353538802369634,3.63538456720311,0.000277566260817192,0.0195326868091236,106,75,43,53,51,32,53,53,86,50,70
"Pocillopora_acuta_HIv2___RNAseq.g28839.t1",432.369123837808,-1.65211949716847,0.390482370581049,-4.23097077266273,2.32684908060943e-05,0.0041748290679881,247,687,427,625,634,921,333,561,219,372,59
"Pocillopora_acuta_HIv2___RNAseq.g13561.t1",852.350950913882,-0.993341844205233,0.292484903791216,-3.39621577500051,0.000683244751973023,0.0349108361964651,381,1578,724,952,1686,1026,1236,724,577,984,201
"Pocillopora_acuta_HIv2___TS.g2160.t1",22.7592668601518,4.11799325466702,1.11037960201817,3.70863553975809,0.000208379108471162,0.0167158449334683,12,6,13,2,23,2,13,6,5,5,79
"Pocillopora_acuta_HIv2___RNAseq.g3828.t1",1639.43725006616,-3.97896844105454,1.15825451177557,-3.43531443271038,0.00059186665883895,0.0322766448940851,112,134,7036,5874,284,2586,955,102,216,1802,78
"Pocillopora_acuta_HIv2___RNAseq.g11327.t1c",283.466626050814,-1.48789648870445,0.416795736444891,-3.56984575081224,0.000357191490712713,0.0233522570113288,123,253,528,564,377,290,313,458,155,190,58
"Pocillopora_acuta_HIv2___TS.g1223.t1",669.292936022619,1.08084999069618,0.335196142089608,3.22452992435466,0.00126179668639178,0.0481449177223255,797,658,504,411,934,436,556,625,845,576,722
"Pocillopora_acuta_HIv2___RNAseq.22237_t",28.6848705767776,-7.16297257761893,1.94512602785762,-3.68252363858824,0.000230936446427806,0.0175661172713241,0,0,170,60,17,50,17,4,0,22,0
"Pocillopora_acuta_HIv2___RNAseq.g25011.t1",1651.27181984986,-4.15491973556892,1.16910210692293,-3.55394084996104,0.000379504557380647,0.0244380140182869,135,195,4506,6988,109,5017,791,142,136,900,127
"Pocillopora_acuta_HIv2___RNAseq.g19560.t1",229.217132171414,-4.50592220712992,1.16844983452647,-3.85632491356037,0.000115104473333548,0.0114636251747107,27,37,963,855,37,406,105,24,9,213,6
"Pocillopora_acuta_HIv2___RNAseq.g14949.t2",233.909789172858,-5.65256053877689,1.28896519717771,-4.3853476813444,1.15800666519571e-05,0.00247434442352364,13,16,904,556,141,481,175,6,9,465,0
"Pocillopora_acuta_HIv2___RNAseq.g22854.t1",482.723884256132,-4.34588303609097,1.22700574775847,-3.54186037353952,0.000397315724756155,0.0253763825942083,22,19,2246,1607,122,794,300,25,30,462,25
"Pocillopora_acuta_HIv2___RNAseq.g11631.t1",2372.65116835035,0.763219024754684,0.214910318855465,3.55133726858401,0.000383278925623679,0.0246136280542594,2945,2090,2227,2244,2311,2359,1627,2055,3558,2031,2079
"Pocillopora_acuta_HIv2___TS.g7146.t1",31.9810886388677,-20.7638566269976,3.84254006452426,-5.40367993002782,6.52874003416694e-08,4.26254182675166e-05,0,0,108,0,91,0,100,0,0,96,0
"Pocillopora_acuta_HIv2___RNAseq.g11327.t1b",35.6008559539697,-1.89088375426284,0.580950441888479,-3.2548107685678,0.00113467942328266,0.0470361643118793,10,32,81,53,84,30,36,53,14,27,4
"Pocillopora_acuta_HIv2___RNAseq.g17085.t1",150.185467533001,2.39971853473051,0.463298975787637,5.17963272129156,2.2232318805676e-07,0.000111180515150768,398,85,106,72,27,65,143,74,295,71,191
"Pocillopora_acuta_HIv2___TS.g30037.t1b",75.3833361048436,1.43642110484386,0.366878796489492,3.91524699325327,9.03117059827825e-05,0.0100126714029213,97,82,49,46,76,68,47,37,149,58,83
"Pocillopora_acuta_HIv2___RNAseq.g16023.t1",282.55424574231,0.987701670589726,0.208984102432306,4.72620481220413,2.28754927351413e-06,0.000819730147252208,362,235,330,232,307,204,368,189,452,226,209
"Pocillopora_acuta_HIv2___RNAseq.g3910.t1",432.048658465302,-4.22279262962097,1.27331773237317,-3.31636992265133,0.000911950293924636,0.0412201532853935,9,43,2315,1520,53,557,159,34,34,303,25
"Pocillopora_acuta_HIv2___RNAseq.g23086.t1",69.3233585142423,2.81350104465403,0.698336838760674,4.028859553861,5.60480883692059e-05,0.00774914275899892,25,55,79,9,108,35,92,18,138,16,114
"Pocillopora_acuta_HIv2___RNAseq.g17109.t1",507.760201225531,1.71665066116373,0.46277444001969,3.70947596217866,0.000207688673586323,0.0167158449334683,839,367,449,446,311,382,119,325,1651,199,412
"Pocillopora_acuta_HIv2___RNAseq.g28234.t1",80.3881967919273,0.805628996601853,0.244502685497167,3.29496993034535,0.000984322119768157,0.0434062046961178,104,74,97,72,89,61,77,60,112,72,62
"Pocillopora_acuta_HIv2___TS.g26005.t1",211.95262029341,1.88219323998549,0.570508911872992,3.29914783242599,0.000969788251079724,0.04292637109864,262,255,86,45,249,124,140,122,276,183,343
"Pocillopora_acuta_HIv2___TS.g11514.t1",48.6009666182525,1.60716437284749,0.499118471425236,3.22000579994209,0.00128188003208373,0.0485317702257482,90,35,66,40,40,19,24,19,74,46,54
"Pocillopora_acuta_HIv2___TS.g10828.t1",682.840147512466,-0.662906975808542,0.180723778155628,-3.66806727135645,0.00024439089033569,0.0182357598356618,572,894,997,823,978,671,950,720,402,753,195
"Pocillopora_acuta_HIv2___RNAseq.g24541.t1",50.1980492954264,1.91348514933508,0.581737368667227,3.28925947067647,0.00100451373065714,0.043631256731892,38,33,20,40,31,25,47,22,88,32,96
"Pocillopora_acuta_HIv2___RNAseq.g16823.t1",29.8403690252731,-8.06315898716214,2.11989662607723,-3.80356234732192,0.000142630074812016,0.0133030844380223,0,64,32,16,0,177,0,24,0,36,0
"Pocillopora_acuta_HIv2___RNAseq.g2997.t1",15.2316211048824,2.17465914186901,0.618806989969497,3.51427695084084,0.000440952816136088,0.0270604568941583,32,7,7,4,17,12,10,10,26,5,22
"Pocillopora_acuta_HIv2___RNAseq.g17966.t1",181.942644405181,2.39677260149305,0.333121531694862,7.19488947261592,6.25113824875538e-13,1.83658441748433e-09,338,161,84,97,201,65,158,66,365,84,241
"Pocillopora_acuta_HIv2___RNAseq.g22884.t1",1388.73363468157,4.70984324192713,0.484965325619731,9.7117113185535,2.6878581828738e-22,6.31754187302659e-18,2745,274,88,176,159,263,385,117,6231,179,2542
"Pocillopora_acuta_HIv2___RNAseq.g23149.t2",4571.42306836656,1.25870776676203,0.371006547098959,3.39268343538503,0.000692115736343621,0.0351349638596554,5214,3178,2907,2921,4117,3511,3587,3874,5578,4057,6667
"Pocillopora_acuta_HIv2___RNAseq.6286_t",164.184637526297,-1.46683877798769,0.330903147322116,-4.4328341687237,9.30023979221592e-06,0.00212588742572607,89,226,120,223,217,259,251,186,110,242,21
"Pocillopora_acuta_HIv2___RNAseq.g30194.t1",6724.45632749368,-0.616372730917347,0.166238376869555,-3.70776437140628,0.000209097077274051,0.0167163867491473,5829,9485,6430,7903,8354,7795,7932,9250,5440,7330,2088
"Pocillopora_acuta_HIv2___RNAseq.g10799.t1b",70.2389451723678,2.00298160831575,0.619617502549855,3.23260979567728,0.00122664987721991,0.0479168368072401,66,75,49,20,51,29,116,46,61,40,125
"Pocillopora_acuta_HIv2___RNAseq.g6231.t1",39.04340900979,2.4470693277853,0.669601114737514,3.65451800172788,0.000257665585080918,0.0187370938408,38,26,14,15,33,9,28,17,50,29,89
"Pocillopora_acuta_HIv2___RNAseq.g3739.t1",484.011659847961,-0.570550270403173,0.173254347224487,-3.2931368219229,0.000990762480807379,0.043526881025975,392,716,560,581,705,504,506,575,385,537,152
"Pocillopora_acuta_HIv2___RNAseq.g16578.t1",192.018247257266,1.44308123556384,0.342131828632061,4.21790992476113,2.46577276650514e-05,0.00429140268991306,312,132,189,165,159,155,90,111,314,122,229
"Pocillopora_acuta_HIv2___TS.g21628.t1",35.304840445418,-1.90682068264208,0.481788979313329,-3.95779223792081,7.56457095508451e-05,0.00893455656926163,12,54,28,44,30,71,33,53,26,63,3
"Pocillopora_acuta_HIv2___RNAseq.g30215.t1",3656.37747213749,2.44137904384525,0.562217681828835,4.34240886181967,1.40928953014553e-05,0.00285551216521901,4857,2593,789,1024,3163,2061,2272,1647,4541,2007,7986
"Pocillopora_acuta_HIv2___RNAseq.g25624.t1",236.20534069422,1.36161159472897,0.39111713593645,3.48133965408822,0.000498912396575289,0.0293493802112599,265,174,197,219,180,122,179,134,353,226,330
"Pocillopora_acuta_HIv2___TS.g179.t1",1411.70860389436,-5.2508643650482,1.42263821364322,-3.69093443061769,0.000223431733595253,0.0172650906617058,17,69,7180,4185,877,1443,1271,21,44,1573,37
"Pocillopora_acuta_HIv2___RNAseq.g28745.t1",84.4080420312293,-0.976774523331084,0.288215476588964,-3.38904258331728,0.000701371176367261,0.0354301901462831,42,97,100,112,88,110,127,82,71,128,24
"Pocillopora_acuta_HIv2___RNAseq.g15911.t1",297.361575087269,-1.43905262729849,0.343774661907006,-4.18603459404396,2.8387010285302e-05,0.00466579223598419,160,298,455,609,316,371,383,227,165,433,59
"Pocillopora_acuta_HIv2___RNAseq.g15126.t1",7225.14809026311,1.89565749669562,0.490411669961252,3.86544124621952,0.000110888541657598,0.0112341563927594,9989,3486,6937,8172,3058,4219,3783,2402,17256,2899,10157
"Pocillopora_acuta_HIv2___RNAseq.g19772.t1",628.555716069327,1.82880800804049,0.2196401066108,8.32638463102334,8.33486924376755e-17,3.91805533411025e-13,1257,390,466,310,379,428,315,365,1470,487,690
"Pocillopora_acuta_HIv2___RNAseq.g15543.t1",553.149530439943,-1.12230463220841,0.340062031736797,-3.30029385073209,0.000965836419180563,0.0428813705923035,362,573,982,1054,648,680,569,445,343,660,126
"Pocillopora_acuta_HIv2___RNAseq.1568_t",1726.42247069158,1.48176855389784,0.379351484432889,3.90605708611635,9.38143578788842e-05,0.0102083919795615,1482,1490,2161,1241,1200,1388,1651,863,3769,993,1913
"Pocillopora_acuta_HIv2___TS.g16789.t2",149.832524111454,1.67307745401843,0.431035609704647,3.88152954500639,0.000103801538133165,0.0109151894287085,215,81,145,76,144,84,78,142,229,84,217
"Pocillopora_acuta_HIv2___RNAseq.g15307.t1",95.1146181944335,-2.43049059691375,0.585473241486795,-4.15132652474701,3.30553767157554e-05,0.00524955117788591,34,118,58,149,109,107,259,73,13,202,12
"Pocillopora_acuta_HIv2___TS.g15363.t1",375.929135164777,-5.95702513845081,1.83438414502429,-3.24742511246026,0.00116454305771256,0.0474634856800094,7,0,1981,1443,99,517,161,9,6,185,6
"Pocillopora_acuta_HIv2___RNAseq.g17246.t1",178.751906873265,2.21748768553851,0.683348082635082,3.24503388812855,0.00117436647173341,0.0474634856800094,437,162,33,20,37,176,67,125,482,76,216
"Pocillopora_acuta_HIv2___TS.g11630.t1",577.585021191878,-3.56907666565303,0.649298170255457,-5.49682230622771,3.86696000128984e-08,3.02963426234388e-05,37,961,726,1243,263,2005,420,435,141,494,42
"Pocillopora_acuta_HIv2___TS.g28688.t1b",137.467312218691,-2.86655191013429,0.830740575280734,-3.45059817159597,0.000559345693763689,0.0311536994934165,32,300,231,333,40,380,30,79,47,135,8
"Pocillopora_acuta_HIv2___RNAseq.g5391.t1",2624.06893715908,1.71212504001908,0.408150797718713,4.19483448173738,2.73070918579291e-05,0.00455195664559408,3646,1900,2474,1487,1642,1024,5186,1526,6723,1764,1837
"Pocillopora_acuta_HIv2___RNAseq.g1999.t1",134.062396222431,3.25919673225318,0.604530788682605,5.39128327831843,6.99562929589312e-08,4.44392624245059e-05,342,58,15,20,25,75,94,37,406,35,208
"Pocillopora_acuta_HIv2___TS.g22690.t1",3831.39990097103,-1.16254721061309,0.32436502764697,-3.58407075832594,0.00033828037848304,0.0227328390064024,2359,4306,7180,6529,3587,4964,3788,4841,2653,3639,796
"Pocillopora_acuta_HIv2___RNAseq.g18115.t1",2033.27464808889,-0.772821738281953,0.23817624360103,-3.24474736269882,0.00117554867324343,0.0474634856800094,1484,2242,3423,2936,2340,2391,2204,2114,1670,2307,526
"Pocillopora_acuta_HIv2___RNAseq.g29529.t1",610.188518937332,-0.473991327707421,0.132834898788121,-3.56827409085817,0.000359340491817163,0.0233959526860681,496,741,765,656,813,667,656,756,556,721,211
"Pocillopora_acuta_HIv2___RNAseq.g1910.t1",486.081015717379,-3.82258889619802,0.960550234175351,-3.97958249365248,6.9036401894191e-05,0.00875731033953127,58,1851,23,317,823,648,183,1432,61,445,15
"Pocillopora_acuta_HIv2___TS.g22073.t1",82.9837382239026,-2.02014522511175,0.450220716864159,-4.4870108136789,7.22294099284249e-06,0.00182710662519102,31,73,125,177,76,156,115,85,22,83,19
"Pocillopora_acuta_HIv2___RNAseq.g21356.t1",595.605697066428,-1.10768287814987,0.341845682245237,-3.2403009184572,0.00119403617813481,0.0474699212372091,452,497,1016,973,487,742,652,719,456,845,109
"Pocillopora_acuta_HIv2___RNAseq.g5982.t1",181.451159160221,1.29923370554387,0.305638425693234,4.2508846935624,2.12927773523324e-05,0.00387957704565287,307,184,151,83,163,174,118,111,401,170,132
"Pocillopora_acuta_HIv2___RNAseq.g22412.t2",98.8251857862976,1.89445434416492,0.585578515741866,3.23518416956408,0.00121564291452522,0.0477800519448175,227,79,72,46,112,42,91,13,267,117,52
"Pocillopora_acuta_HIv2___RNAseq.g7877.t2",139.108366836101,0.815975425837546,0.23721168209783,3.43986189306235,0.00058201109679215,0.0321117108427294,196,116,181,117,150,107,128,106,193,132,102
"Pocillopora_acuta_HIv2___TS.g29364.t1",131.967104519464,0.998835464740359,0.29682896938202,3.36502015561309,0.000765380677262623,0.0370546492674153,187,100,163,98,126,141,96,99,220,90,109
"Pocillopora_acuta_HIv2___RNAseq.g326.t1",80.9305698180211,1.70412596793399,0.430209149061632,3.96115696667776,7.45874785576976e-05,0.0089160329122356,180,44,35,30,51,80,46,81,242,33,60
"Pocillopora_acuta_HIv2___RNAseq.g25760.t2",2027.72013967029,1.24057966191659,0.33531118520247,3.69978609919466,0.000215781260566554,0.0169622834393187,2997,1378,1034,1410,1977,1839,1583,1432,2567,1788,2634
"Pocillopora_acuta_HIv2___RNAseq.g19610.t1",216.693923747973,-2.42282806107025,0.717658113573694,-3.37601988362591,0.000735426041330234,0.0360823933337979,90,97,491,627,100,448,181,80,57,320,27
"Pocillopora_acuta_HIv2___RNAseq.g7887.t1",147.239686015052,0.877433564249177,0.249211739023556,3.52083560624824,0.000430189229410939,0.0267491207621024,192,125,186,134,149,103,143,103,213,139,118
"Pocillopora_acuta_HIv2___RNAseq.g14244.t1",760.38652178381,-0.546288078021208,0.165309664359337,-3.30463485083201,0.000951002133972886,0.0424949698800356,605,764,936,948,819,868,993,943,769,909,236
"Pocillopora_acuta_HIv2___RNAseq.g16099.t1",689.971271820599,-3.46772402458898,1.02555710289917,-3.38130759836384,0.000721417350946521,0.0357791486617366,97,60,2439,2349,192,1308,355,126,123,944,47
"Pocillopora_acuta_HIv2___RNAseq.g23290.t1",335.84016961573,1.1551255375049,0.312049587928342,3.70173710266253,0.000214128426276957,0.0169457054923017,476,250,314,227,271,257,272,228,430,357,395
"Pocillopora_acuta_HIv2___RNAseq.g21754.t2a",2215.692192365,-0.585136662148188,0.17348195565773,-3.37289639103809,0.000743819360759052,0.0362712245960182,2030,3053,2405,2547,2773,2519,2811,2656,1907,2582,563
"Pocillopora_acuta_HIv2___RNAseq.g6942.t1a",643.206054529103,2.47315609411822,0.677593641342724,3.64991042303378,0.000262331775600362,0.0187411734155347,504,249,238,179,332,266,800,186,853,527,1524
"Pocillopora_acuta_HIv2___RNAseq.g19506.t1",985.095376653572,1.20970335569778,0.363614264039686,3.32688641600085,0.000878221626777356,0.0401501296019093,1069,639,1129,820,919,606,992,691,1245,799,1229
"Pocillopora_acuta_HIv2___RNAseq.g14175.t1",4865.20311969197,-2.01613903440545,0.623444897394519,-3.2338688516519,0.00122125522300849,0.0478406379359858,1523,13434,2633,2656,2721,10088,3072,10407,2352,7324,831
"Pocillopora_acuta_HIv2___RNAseq.g10861.t1",14.8652751383442,-6.11544194909144,1.89320441535899,-3.23020689127847,0.00123700668881754,0.0479168368072401,0,4,87,28,11,22,9,0,0,16,0
"Pocillopora_acuta_HIv2___RNAseq.g25579.t1",113.501190342976,1.8373637022412,0.453626547068652,4.05038839572837,5.11326923436142e-05,0.00728377455057156,172,119,51,50,103,57,164,59,143,81,156
"Pocillopora_acuta_HIv2___RNAseq.g27341.t1",453.648470651622,-0.639753176061412,0.162357073476017,-3.94040839961255,8.13430072445976e-05,0.00941812013557754,368,591,587,593,508,567,536,506,378,490,133
"Pocillopora_acuta_HIv2___TS.g16547.t2a",93.5502896859577,1.32062179191525,0.377991130728159,3.49379042140807,0.000476214702500585,0.028644528884985,214,96,63,70,117,81,80,70,188,42,42
"Pocillopora_acuta_HIv2___RNAseq.g12346.t1",677.279932214443,-0.765929415147458,0.168120888773793,-4.55582539881775,5.21802677550015e-06,0.00151412964606612,492,924,926,901,921,782,714,795,492,720,196
"Pocillopora_acuta_HIv2___RNAseq.g13681.t1",3547.15759888376,1.02715496859014,0.214815447535459,4.7815693907236,1.73931943060842e-06,0.000670179736016726,5043,3527,2738,3033,2805,3575,3095,2509,8096,2634,2301
"Pocillopora_acuta_HIv2___RNAseq.g24695.t1",778.353999474394,0.5520263462375,0.170070958656555,3.2458589673283,0.00117096833574854,0.0474634856800094,902,906,953,611,943,513,993,799,987,695,454
"Pocillopora_acuta_HIv2___RNAseq.g22295.t2",198.51193007071,-0.655856117434566,0.188077294520774,-3.48716265355531,0.000488174361539283,0.0289615834061411,135,220,238,221,217,275,200,254,169,252,82
"Pocillopora_acuta_HIv2___RNAseq.g5818.t1",3405.40975735533,2.13867778014604,0.400568546784565,5.33910562203047,9.34062182469358e-08,5.48854938418995e-05,4178,2904,1955,2109,1770,2422,1356,1416,8514,1452,5373
"Pocillopora_acuta_HIv2___RNAseq.g19854.t1",1318.08327917791,-5.36279843789414,1.40453006766698,-3.81821547387883,0.00013442049708241,0.0129742494531689,49,47,6067,4350,242,2291,715,65,38,1572,29
"Pocillopora_acuta_HIv2___RNAseq.g23658.t1",21.6379251803959,1.78384091899939,0.541992477334202,3.29126508872086,0.000997378783081523,0.043631256731892,33,20,20,13,28,16,9,9,32,11,29
"Pocillopora_acuta_HIv2___RNAseq.g23294.t1",219.143134497723,1.3498410191696,0.372961929992057,3.61924612305162,0.00029546252182337,0.0204565381696788,317,166,165,254,206,143,203,110,308,125,265
"Pocillopora_acuta_HIv2___TS.g21744.t2",69.3842344280744,2.0921740213388,0.487074568676467,4.29538751535291,1.74388443904181e-05,0.00335969343075727,156,55,66,61,102,14,58,29,109,25,67
"Pocillopora_acuta_HIv2___TS.g18771.t1",22.0079491875775,-21.3817632396716,3.84165055785291,-5.56577515775454,2.60989591827086e-08,2.11527564355304e-05,0,0,124,82,0,29,0,0,0,23,0
"Pocillopora_acuta_HIv2___RNAseq.g27280.t1",1423.00477998805,-0.605659694729163,0.1641730976653,-3.68915311547525,0.000225001781303692,0.017282489763928,1192,1950,1515,1614,1730,1670,1722,1846,1320,1626,380
"Pocillopora_acuta_HIv2___RNAseq.g25991.t1",325.672726920824,-1.07008873868204,0.262399285293906,-4.07809319100646,4.54065672813887e-05,0.00671217583258969,166,477,290,380,357,574,337,431,227,391,113
"Pocillopora_acuta_HIv2___TS.g4694.t1",29.7280781518633,2.54385578713316,0.75534444354922,3.3678089629945,0.000757680773543241,0.0367944812011577,22,18,22,20,13,15,11,6,38,11,76
"Pocillopora_acuta_HIv2___RNAseq.g5926.t1",290.154203099159,0.871877176787202,0.196702501330318,4.43246613993525,9.31613363043674e-06,0.00212588742572607,372,240,217,233,310,271,232,267,517,251,239
"Pocillopora_acuta_HIv2___RNAseq.g18215.t1",46.7652636412683,-7.98423035752955,1.90913387788478,-4.18212177261014,2.88801208022315e-05,0.00471387749538646,0,5,231,143,40,48,39,0,0,50,0
"Pocillopora_acuta_HIv2___TS.g11679.t1",949.006442764061,-26.2026230713641,3.83969260836979,-6.82414603040032,8.84498745547255e-12,1.73243820961189e-08,0,6807,0,0,0,2820,0,665,0,1262,0
"Pocillopora_acuta_HIv2___RNAseq.g14481.t1",507.558129673349,-1.1349223844806,0.233170501309343,-4.86734976383193,1.13104752981205e-06,0.000483348020740044,318,631,756,781,572,708,698,525,317,526,107
"Pocillopora_acuta_HIv2___TS.g15376.t1",63.9009378487188,1.65511562304443,0.427107870619971,3.87517003758779,0.000106550270810464,0.0109840244084612,89,53,56,38,39,49,28,50,109,32,93
"Pocillopora_acuta_HIv2___RNAseq.g19760.t1",441.028614716722,0.825160619249431,0.254282256422749,3.2450577985968,0.00117426786702348,0.0474634856800094,501,465,461,355,354,454,441,298,645,394,389
"Pocillopora_acuta_HIv2___RNAseq.g5126.t1",311.073241989956,-4.42016198306137,1.19775513830874,-3.69037196475963,0.00022392637547,0.0172650906617058,30,18,1221,1265,57,535,174,25,29,278,7
"Pocillopora_acuta_HIv2___RNAseq.g17089.t1",813.547676398974,-4.60393379314827,1.18693430449667,-3.87884466369065,0.000104953744506813,0.0109151894287085,27,39,4850,1127,91,863,1089,75,33,1462,22
"Pocillopora_acuta_HIv2___RNAseq.g11095.t1",2338.66531254708,-1.23209852440726,0.369233995638116,-3.33690434511027,0.000847170995113278,0.0395200101600623,1482,3681,1327,2328,3758,3973,3596,2897,1489,2714,395
