"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"7353",-598,0.166416234449915,4,30,"GO:0002673","regulation of acute inflammatory response",0.543187388157152,"High_v_Mid","Biological Processes"
"7354",-156,0.818942432400566,2,12,"GO:0002675","positive regulation of acute inflammatory response",0.946211642833667,"High_v_Mid","Biological Processes"
"7355",59,0.95519214242872,2,5,"GO:0002679","respiratory burst involved in defense response",0.986619535284268,"High_v_Mid","Biological Processes"
"7356",20,0.834368368264736,3,674,"GO:0002682","regulation of immune system process",0.951704975284288,"High_v_Mid","Biological Processes"
"7357",89,0.60535792521221,4,191,"GO:0002683","negative regulation of immune system process",0.855765862180231,"High_v_Mid","Biological Processes"
"7358",125,0.320072671977632,2,372,"GO:0002684","positive regulation of immune system process",0.697874175455306,"High_v_Mid","Biological Processes"
"7359",199,0.48042449135963,3,71,"GO:0002685;GO:0002687","regulation of leukocyte migration",0.805987876067236,"High_v_Mid","Biological Processes"
"7360",1162,0.065631386498261,2,14,"GO:0002686","negative regulation of leukocyte migration",0.369679600194519,"High_v_Mid","Biological Processes"
"7361",75,0.862727064242876,2,30,"GO:0002688;GO:0002690","regulation of leukocyte chemotaxis",0.960115690820131,"High_v_Mid","Biological Processes"
"7362",70,0.675900545640682,2,203,"GO:0002694;GO:0050865;GO:0051249","regulation of cell activation",0.893684050381724,"High_v_Mid","Biological Processes"
"7363",72,0.813773592202055,3,60,"GO:0002695;GO:0050866;GO:0051250","negative regulation of cell activation",0.944598498471443,"High_v_Mid","Biological Processes"
"7364",231,0.2796877108074,2,124,"GO:0002696;GO:0050867;GO:0051251","positive regulation of cell activation",0.663800196951903,"High_v_Mid","Biological Processes"
"7365",186,0.257836397193643,2,212,"GO:0002697","regulation of immune effector process",0.639691235658646,"High_v_Mid","Biological Processes"
"7366",-227,0.502536059305919,2,49,"GO:0002698","negative regulation of immune effector process",0.812593923842064,"High_v_Mid","Biological Processes"
"7367",607,0.00882352977577263,3,105,"GO:0002699","positive regulation of immune effector process",0.127638413570123,"High_v_Mid","Biological Processes"
"7368",120,0.638858429917308,2,86,"GO:0002700","regulation of production of molecular mediator of immune response",0.875727182634569,"High_v_Mid","Biological Processes"
"7369",754,0.23246569230696,5,14,"GO:0002701","negative regulation of production of molecular mediator of immune response",0.616912102516042,"High_v_Mid","Biological Processes"
"7370",268,0.388152270611448,2,58,"GO:0002702","positive regulation of production of molecular mediator of immune response",0.7527639618852,"High_v_Mid","Biological Processes"
"7371",263,0.334234347792316,3,76,"GO:0002703","regulation of leukocyte mediated immunity",0.710353302365952,"High_v_Mid","Biological Processes"
"7372",-314,0.645550373837144,2,12,"GO:0002704;GO:0002707","negative regulation of leukocyte mediated immunity",0.879510227697789,"High_v_Mid","Biological Processes"
"7373",349,0.283269146280396,2,53,"GO:0002705","positive regulation of leukocyte mediated immunity",0.668065184130639,"High_v_Mid","Biological Processes"
"7374",337,0.291429122061552,2,55,"GO:0002706","regulation of lymphocyte mediated immunity",0.674350843837438,"High_v_Mid","Biological Processes"
"7375",651,0.0519162901198562,3,50,"GO:0002708;GO:0002824;GO:0002821","positive regulation of adaptive immune response",0.333054287268904,"High_v_Mid","Biological Processes"
"7376",-108,0.806610200437411,2,29,"GO:0002709","regulation of T cell mediated immunity",0.94325685542019,"High_v_Mid","Biological Processes"
"7377",69,0.888187736072825,4,23,"GO:0002711;GO:0002724;GO:0002726","positive regulation of T cell mediated immunity",0.965642651000591,"High_v_Mid","Biological Processes"
"7378",1325,0.0145353217393215,4,19,"GO:0002712;GO:0002889","regulation of immunoglobulin mediated immune response",0.171574937810951,"High_v_Mid","Biological Processes"
"7379",1446,0.0219824724376431,4,14,"GO:0002714;GO:0002891","positive regulation of B cell mediated immunity",0.218386406426638,"High_v_Mid","Biological Processes"
"7380",-515,0.564016072668448,3,7,"GO:0002715;GO:0042269","regulation of natural killer cell mediated immunity",0.842313476945643,"High_v_Mid","Biological Processes"
"7381",-168,0.66521551872025,3,37,"GO:0002718;GO:0002720","regulation of cytokine production involved in immune response",0.889062950970769,"High_v_Mid","Biological Processes"
"7382",-104,0.844176750284479,2,20,"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway",0.954655197045929,"High_v_Mid","Biological Processes"
"7383",-26,0.965543749909016,2,16,"GO:0002755","MyD88-dependent toll-like receptor signaling pathway",0.98886256375221,"High_v_Mid","Biological Processes"
"7384",1602,0.0111947905875225,2,14,"GO:0002756;GO:0035666","MyD88-independent toll-like receptor signaling pathway",0.146825897883462,"High_v_Mid","Biological Processes"
"7385",343,0.198434386409283,6,79,"GO:0002761","regulation of myeloid leukocyte differentiation",0.582087350192638,"High_v_Mid","Biological Processes"
"7386",-57,0.904060884555449,2,25,"GO:0002762","negative regulation of myeloid leukocyte differentiation",0.969644563301838,"High_v_Mid","Biological Processes"
"7387",970,0.0330601421172315,2,27,"GO:0002763","positive regulation of myeloid leukocyte differentiation",0.263321131951282,"High_v_Mid","Biological Processes"
"7388",82,0.837479224245764,3,35,"GO:0002784;GO:0002759","regulation of antimicrobial humoral response",0.952370401059441,"High_v_Mid","Biological Processes"
"7389",324,0.759206948434049,2,5,"GO:0002786;GO:0002808","regulation of antibacterial peptide production",0.926750653496951,"High_v_Mid","Biological Processes"
"7390",47,0.822245675358274,3,130,"GO:0002790;GO:0009306;GO:0035592;GO:0071692","protein localization to extracellular region",0.947460752824001,"High_v_Mid","Biological Processes"
"7391",4,0.975945768751388,4,283,"GO:0002791;GO:0050708","regulation of peptide secretion",0.991837000590797,"High_v_Mid","Biological Processes"
"7392",-253,0.355376185911686,2,75,"GO:0002792;GO:0050709","negative regulation of peptide secretion",0.726257011513425,"High_v_Mid","Biological Processes"
"7393",196,0.322009204428867,2,145,"GO:0002793;GO:0050714","positive regulation of peptide secretion",0.698969593431105,"High_v_Mid","Biological Processes"
"7394",-959,0.128816558281314,4,14,"GO:0002805","regulation of antimicrobial peptide biosynthetic process",0.490816866995684,"High_v_Mid","Biological Processes"
"7395",480,0.618491533952639,4,6,"GO:0002807","positive regulation of antimicrobial peptide biosynthetic process",0.864477273789344,"High_v_Mid","Biological Processes"
"7396",388,0.174104378688643,2,69,"GO:0002822;GO:0002819","regulation of adaptive immune response",0.550247365036366,"High_v_Mid","Biological Processes"
"7397",-1249,0.0796049393216826,3,11,"GO:0002823;GO:0002820","negative regulation of adaptive immune response",0.403731570804976,"High_v_Mid","Biological Processes"
"7398",359,0.687234228716996,5,7,"GO:0002828","regulation of type 2 immune response",0.899291940359374,"High_v_Mid","Biological Processes"
"7399",855,0.418465444539146,3,5,"GO:0002829","negative regulation of type 2 immune response",0.768684423800199,"High_v_Mid","Biological Processes"
"7400",284,0.333444948715164,5,65,"GO:0002832","negative regulation of response to biotic stimulus",0.709191528175987,"High_v_Mid","Biological Processes"
"7401",-839,0.427017826984805,3,5,"GO:0002861","regulation of inflammatory response to antigenic stimulus",0.773310015482387,"High_v_Mid","Biological Processes"
"7402",169,0.720888392207149,2,25,"GO:0002886;GO:0043300","regulation of myeloid leukocyte mediated immunity",0.915233593611115,"High_v_Mid","Biological Processes"
"7403",-103,0.856801255959757,3,17,"GO:0002888;GO:0043302","positive regulation of myeloid leukocyte mediated immunity",0.958853260494535,"High_v_Mid","Biological Processes"
"7404",46,0.943990110703311,4,13,"GO:0002902","regulation of B cell apoptotic process",0.984003820800237,"High_v_Mid","Biological Processes"
"7405",1107,0.25077006934926,9,6,"GO:0002903","negative regulation of B cell apoptotic process",0.633852226680656,"High_v_Mid","Biological Processes"
"7406",-1350,0.201278067513719,3,5,"GO:0002904","positive regulation of B cell apoptotic process",0.584360482000721,"High_v_Mid","Biological Processes"
"7407",-135,0.674789004973798,2,54,"GO:0002920","regulation of humoral immune response",0.893684050381724,"High_v_Mid","Biological Processes"
"7408",997,0.11445056102541,3,14,"GO:0002921;GO:0008348","negative regulation of humoral immune response",0.471315910748446,"High_v_Mid","Biological Processes"
"7409",3375,0.00139401897167582,6,5,"GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin",0.0370741122017458,"High_v_Mid","Biological Processes"
"7410",563,0.110539341503294,2,45,"GO:0002931","response to ischemia",0.463354540875313,"High_v_Mid","Biological Processes"
"7411",57,0.391368777937577,2,1542,"GO:0003006;GO:0007276;GO:0048609;GO:0019953;GO:0032504;GO:0044703","obsolete multicellular organism reproduction",0.7544841281064,"High_v_Mid","Biological Processes"
"7412",-106,0.506481280086219,2,224,"GO:0003007","heart morphogenesis",0.814787575581873,"High_v_Mid","Biological Processes"
"7413",-3,0.965836195954959,2,1045,"GO:0003008","system process",0.98886256375221,"High_v_Mid","Biological Processes"
"7414",150,0.818874702941823,2,13,"GO:0003009","skeletal muscle contraction",0.946211642833667,"High_v_Mid","Biological Processes"
"7415",172,0.367852916966534,3,155,"GO:0003012;GO:0006936","muscle system process",0.736047667838457,"High_v_Mid","Biological Processes"
"7416",-37,0.799145345066372,3,278,"GO:0003013;GO:0008015","circulatory system process",0.940489696227662,"High_v_Mid","Biological Processes"
"7417",-134,0.601931596775282,3,85,"GO:0003014","renal system process",0.854943690240943,"High_v_Mid","Biological Processes"
"7418",-158,0.576637000882817,2,70,"GO:0003015;GO:0060047","heart process",0.845123312443602,"High_v_Mid","Biological Processes"
"7419",436,0.522591039606162,3,12,"GO:0003016","respiratory system process",0.823934307597992,"High_v_Mid","Biological Processes"
"7420",-60,0.755861864958996,4,151,"GO:0003018;GO:0097746;GO:0035296","regulation of tube diameter",0.924579632536372,"High_v_Mid","Biological Processes"
"7421",1642,0.0885439601399852,5,6,"GO:0003025","regulation of systemic arterial blood pressure by baroreceptor feedback",0.421210512448128,"High_v_Mid","Biological Processes"
"7422",-45,0.937410642080982,3,17,"GO:0003056","regulation of vascular associated smooth muscle contraction",0.982242588133864,"High_v_Mid","Biological Processes"
"7423",-635,0.510304758380928,2,6,"GO:0003057","regulation of the force of heart contraction by chemical signal",0.81643228082522,"High_v_Mid","Biological Processes"
"7424",-633,0.283816225546683,2,16,"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure",0.668695953363882,"High_v_Mid","Biological Processes"
"7425",-11,0.968990401793406,2,70,"GO:0003073","regulation of systemic arterial blood pressure",0.989100890934743,"High_v_Mid","Biological Processes"
"7426",78,0.886154188188263,3,19,"GO:0003084","positive regulation of systemic arterial blood pressure",0.96501808428406,"High_v_Mid","Biological Processes"
"7427",123,0.816077789233417,2,20,"GO:0003085","negative regulation of systemic arterial blood pressure",0.945443006521541,"High_v_Mid","Biological Processes"
"7428",-778,0.202068131536783,4,15,"GO:0003091","renal water homeostasis",0.584360482000721,"High_v_Mid","Biological Processes"
"7429",1955,0.028520273105329,5,7,"GO:0003128;GO:0003139","heart field specification",0.247298667303001,"High_v_Mid","Biological Processes"
"7430",-207,0.352763116889834,2,114,"GO:0003143;GO:0035050","embryonic heart tube development",0.725185620300871,"High_v_Mid","Biological Processes"
"7431",-936,0.102625674541095,4,17,"GO:0003144;GO:0007503;GO:0007505;GO:0007561;GO:0034769","basement membrane disassembly",0.449514324374533,"High_v_Mid","Biological Processes"
"7432",-804,0.367966440385037,4,7,"GO:0003146","heart jogging",0.736047667838457,"High_v_Mid","Biological Processes"
"7433",210,0.583570236137732,4,38,"GO:0003148","outflow tract septum morphogenesis",0.846603385118286,"High_v_Mid","Biological Processes"
"7434",308,0.46139504634385,3,32,"GO:0003149;GO:2000542","negative regulation of gastrulation",0.793410863874588,"High_v_Mid","Biological Processes"
"7435",398,0.162835787049023,2,69,"GO:0003151","outflow tract morphogenesis",0.539697072628917,"High_v_Mid","Biological Processes"
"7436",109,0.745038739380631,6,50,"GO:0003156","regulation of animal organ formation",0.92097992046504,"High_v_Mid","Biological Processes"
"7437",-1841,0.0274421362948926,3,8,"GO:0003157","endocardium development",0.245662580930972,"High_v_Mid","Biological Processes"
"7438",-583,0.0950925488874915,3,46,"GO:0003158;GO:0045446","endothelium development",0.436302984404915,"High_v_Mid","Biological Processes"
"7439",-726,0.267843778878674,2,13,"GO:0003159;GO:0061154","morphogenesis of an endothelium",0.651451024312711,"High_v_Mid","Biological Processes"
"7440",-551,0.567767377536066,7,6,"GO:0003161","cardiac conduction system development",0.84234767365085,"High_v_Mid","Biological Processes"
"7441",-310,0.520151140302066,3,24,"GO:0003170;GO:0003179","heart valve development",0.822656233137593,"High_v_Mid","Biological Processes"
"7442",-752,0.203022464107558,4,16,"GO:0003171","atrioventricular valve development",0.584791890269794,"High_v_Mid","Biological Processes"
"7443",-1583,0.100541984355816,5,6,"GO:0003174;GO:0003183","mitral valve development",0.4458292950173,"High_v_Mid","Biological Processes"
"7444",-678,0.52103255244002,5,5,"GO:0003175","tricuspid valve development",0.823108705701552,"High_v_Mid","Biological Processes"
"7445",82,0.926552389591786,2,7,"GO:0003176;GO:0003180","aortic valve development",0.978266941569002,"High_v_Mid","Biological Processes"
"7446",149,0.858417823861187,2,8,"GO:0003177;GO:0003184","pulmonary valve development",0.959304019205561,"High_v_Mid","Biological Processes"
"7447",-541,0.447469298899838,2,11,"GO:0003181","atrioventricular valve morphogenesis",0.785223457193964,"High_v_Mid","Biological Processes"
"7448",-826,0.354988425914112,3,7,"GO:0003188","heart valve formation",0.725715860666813,"High_v_Mid","Biological Processes"
"7449",162,0.72141678442157,2,27,"GO:0003197","endocardial cushion development",0.91545944133651,"High_v_Mid","Biological Processes"
"7450",326,0.71465627418058,4,7,"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",0.912373205756821,"High_v_Mid","Biological Processes"
"7451",308,0.560580586389807,5,20,"GO:0003203","endocardial cushion morphogenesis",0.840340679219551,"High_v_Mid","Biological Processes"
"7452",74,0.745173152075495,3,110,"GO:0003205;GO:0003206;GO:0003231","cardiac chamber development",0.92097992046504,"High_v_Mid","Biological Processes"
"7453",-237,0.763412912388835,2,9,"GO:0003207","cardiac chamber formation",0.927603719691314,"High_v_Mid","Biological Processes"
"7454",272,0.370354339532182,2,61,"GO:0003208","cardiac ventricle morphogenesis",0.736097728197053,"High_v_Mid","Biological Processes"
"7455",-399,0.428098432816111,2,22,"GO:0003209;GO:0003230","cardiac atrium development",0.773427918651634,"High_v_Mid","Biological Processes"
"7456",-297,0.758189636940856,4,6,"GO:0003211","cardiac ventricle formation",0.926275147428055,"High_v_Mid","Biological Processes"
"7457",-713,0.365249266084754,3,9,"GO:0003214","cardiac left ventricle morphogenesis",0.734480806961573,"High_v_Mid","Biological Processes"
"7458",367,0.606634072905578,2,11,"GO:0003215","cardiac right ventricle morphogenesis",0.856582035030597,"High_v_Mid","Biological Processes"
"7459",-193,0.817676787635959,3,8,"GO:0003222","ventricular trabecula myocardium morphogenesis",0.946211642833667,"High_v_Mid","Biological Processes"
"7460",-296,0.723222812708722,3,8,"GO:0003223","ventricular compact myocardium morphogenesis",0.915782244283818,"High_v_Mid","Biological Processes"
"7461",-898,0.395103716864845,5,5,"GO:0003228","atrial cardiac muscle tissue development",0.755149655743625,"High_v_Mid","Biological Processes"
"7462",172,0.710520065314113,4,26,"GO:0003254","regulation of membrane depolarization",0.909983404841295,"High_v_Mid","Biological Processes"
"7463",228,0.72802703449723,6,13,"GO:0003264;GO:0003266","regulation of cardioblast proliferation",0.916519520252046,"High_v_Mid","Biological Processes"
"7464",185,0.777385422495387,3,13,"GO:0003272","endocardial cushion formation",0.931629682562559,"High_v_Mid","Biological Processes"
"7465",265,0.415353073209034,2,53,"GO:0003281;GO:0060412","ventricular septum development",0.767587702889346,"High_v_Mid","Biological Processes"
"7466",-287,0.649675164517673,2,14,"GO:0003283;GO:0060413","atrial septum development",0.881724362162582,"High_v_Mid","Biological Processes"
"7467",-464,0.630491574651969,3,6,"GO:0003298;GO:0003301;GO:0061049","physiological muscle hypertrophy",0.871836751487986,"High_v_Mid","Biological Processes"
"7468",182,0.807941636042449,4,10,"GO:0003299;GO:0014887;GO:0014888;GO:0014898","striated muscle adaptation",0.943691180669411,"High_v_Mid","Biological Processes"
"7469",244,0.743876999559945,2,10,"GO:0003306","Wnt signaling pathway involved in heart development",0.92097992046504,"High_v_Mid","Biological Processes"
"7470",1498,0.120308223712039,2,6,"GO:0003307;GO:0003308","regulation of Wnt signaling pathway involved in heart development",0.480418901453623,"High_v_Mid","Biological Processes"
"7471",-984,0.0205502453792244,8,31,"GO:0003309;GO:0002068;GO:0003323","type B pancreatic cell differentiation",0.210203723099103,"High_v_Mid","Biological Processes"
"7472",-1191,0.153743025174196,2,8,"GO:0003310","pancreatic A cell differentiation",0.523897999179044,"High_v_Mid","Biological Processes"
"7473",252,0.811206760158882,3,5,"GO:0003313","heart rudiment development",0.94401516378389,"High_v_Mid","Biological Processes"
"7474",-668,0.396411581792428,2,9,"GO:0003330;GO:0003331","regulation of extracellular matrix constituent secretion",0.755447580154637,"High_v_Mid","Biological Processes"
"7475",-62,0.838933512735393,4,61,"GO:0003333","amino acid transmembrane transport",0.953105985017188,"High_v_Mid","Biological Processes"
"7476",65,0.920714402884049,2,13,"GO:0003338;GO:0072210;GO:0072273","metanephros morphogenesis",0.975533709628629,"High_v_Mid","Biological Processes"
"7477",-787,0.000429187582314161,2,113,"GO:0003341","cilium movement",0.0154455189684035,"High_v_Mid","Biological Processes"
"7478",285,0.608421061956213,3,18,"GO:0003344","pericardium morphogenesis",0.857222327265321,"High_v_Mid","Biological Processes"
"7479",195,0.662335882819508,6,28,"GO:0003347;GO:0060979;GO:1904847;GO:2000544","vasculogenesis involved in coronary vascular morphogenesis",0.887223418157226,"High_v_Mid","Biological Processes"
"7480",-325,0.437118102302565,4,32,"GO:0003351;GO:0006858","extracellular transport",0.777307175578047,"High_v_Mid","Biological Processes"
"7481",-15,0.972245991175401,2,29,"GO:0003352","regulation of cilium movement",0.990456018775537,"High_v_Mid","Biological Processes"
"7482",-987,0.147679633022855,2,12,"GO:0003356","regulation of cilium beat frequency",0.515498363262847,"High_v_Mid","Biological Processes"
"7483",67,0.925511692590783,2,11,"GO:0003381;GO:0003384","epithelial cell morphogenesis involved in gastrulation",0.977692860152282,"High_v_Mid","Biological Processes"
"7484",-208,0.569448494092555,4,42,"GO:0003382","epithelial cell morphogenesis",0.842501132870486,"High_v_Mid","Biological Processes"
"7485",402,0.495911171224705,5,16,"GO:0003383","apical constriction",0.811109824963709,"High_v_Mid","Biological Processes"
"7486",522,0.143423394114634,2,44,"GO:0003401;GO:0060602","axis elongation",0.50855017088123,"High_v_Mid","Biological Processes"
"7487",1198,0.179575176313959,2,7,"GO:0003404","optic vesicle morphogenesis",0.556766855291495,"High_v_Mid","Biological Processes"
"7488",-149,0.841751808996568,3,10,"GO:0003406","retinal pigment epithelium development",0.953920732852869,"High_v_Mid","Biological Processes"
"7489",-198,0.50713112059859,3,63,"GO:0003407","neural retina development",0.814787575581873,"High_v_Mid","Biological Processes"
"7490",-214,0.785809158156068,3,9,"GO:0003408","optic cup formation involved in camera-type eye development",0.935215527013588,"High_v_Mid","Biological Processes"
"7491",645,0.503659169412431,2,6,"GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis",0.813295873562837,"High_v_Mid","Biological Processes"
"7492",264,0.569843536257788,3,26,"GO:0003416;GO:0098868","endochondral bone growth",0.842550538148171,"High_v_Mid","Biological Processes"
"7493",-28,0.974635025897111,2,7,"GO:0003417","growth plate cartilage development",0.991091647630039,"High_v_Mid","Biological Processes"
"7494",5,0.993995049529192,2,12,"GO:0005513","detection of calcium ion",0.998450176008325,"High_v_Mid","Biological Processes"
"7495",-499,0.000335800197601326,2,299,"GO:0005975","carbohydrate metabolic process",0.0123098929580312,"High_v_Mid","Biological Processes"
"7496",-388,0.183967359694098,2,66,"GO:0005976;GO:0044264","polysaccharide metabolic process",0.560945801370343,"High_v_Mid","Biological Processes"
"7497",-434,0.199041583009453,4,49,"GO:0005977;GO:0006112;GO:0044042;GO:0006073","energy reserve metabolic process",0.583203357925751,"High_v_Mid","Biological Processes"
"7498",-498,0.447467500110109,4,13,"GO:0005978;GO:0009250","glycogen biosynthetic process",0.785223457193964,"High_v_Mid","Biological Processes"
"7499",-778,0.162640253703941,3,18,"GO:0005979;GO:0010962;GO:0032885","regulation of polysaccharide biosynthetic process",0.539697072628917,"High_v_Mid","Biological Processes"
"7500",125,0.861251985630544,6,11,"GO:0005981;GO:0043471","obsolete regulation of cellular carbohydrate catabolic process",0.960115690820131,"High_v_Mid","Biological Processes"
"7501",-102,0.909517328198405,2,7,"GO:0005984","disaccharide metabolic process",0.970349109007048,"High_v_Mid","Biological Processes"
"7502",-340,0.0781500445253131,2,152,"GO:0005996","monosaccharide metabolic process",0.401506800915133,"High_v_Mid","Biological Processes"
"7503",-1447,0.0660813246704875,4,9,"GO:0006000","fructose metabolic process",0.369679600194519,"High_v_Mid","Biological Processes"
"7504",-1747,0.098033516638505,6,5,"GO:0006001;GO:0061624","fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate",0.441840496221568,"High_v_Mid","Biological Processes"
"7505",-2042,0.0531854189833749,3,5,"GO:0006002","fructose 6-phosphate metabolic process",0.335722291807357,"High_v_Mid","Biological Processes"
"7506",-240,0.68415293695995,2,16,"GO:0006004","fucose metabolic process",0.898060427681992,"High_v_Mid","Biological Processes"
"7507",-189,0.498706686977009,4,72,"GO:0006006","glucose metabolic process",0.811109824963709,"High_v_Mid","Biological Processes"
"7508",-533,0.381993500835294,2,15,"GO:0006007","glucose catabolic process",0.746143391574694,"High_v_Mid","Biological Processes"
"7509",-155,0.86208968194275,4,7,"GO:0006011","UDP-glucose metabolic process",0.960115690820131,"High_v_Mid","Biological Processes"
"7510",-1497,0.0223446314813844,4,13,"GO:0006012","galactose metabolic process",0.220531797664098,"High_v_Mid","Biological Processes"
"7511",-1145,0.17019061265319,3,8,"GO:0006020","inositol metabolic process",0.546804596333741,"High_v_Mid","Biological Processes"
"7512",-553,0.0130224150514552,2,114,"GO:0006022;GO:0030203","aminoglycan metabolic process",0.159457040733794,"High_v_Mid","Biological Processes"
"7513",-164,0.591180140066718,3,60,"GO:0006023;GO:0006024","aminoglycan biosynthetic process",0.849952728232854,"High_v_Mid","Biological Processes"
"7514",-750,0.0199028160295591,2,54,"GO:0006026;GO:0006027","aminoglycan catabolic process",0.205815590612987,"High_v_Mid","Biological Processes"
"7515",-669,0.0133816807048587,4,77,"GO:0006029","proteoglycan metabolic process",0.162407705837151,"High_v_Mid","Biological Processes"
"7516",-1311,0.0221485194113763,3,17,"GO:0006030","chitin metabolic process",0.219329801285139,"High_v_Mid","Biological Processes"
"7517",-868,0.270429904189794,4,9,"GO:0006031;GO:1901073","glucosamine-containing compound biosynthetic process",0.654223341771424,"High_v_Mid","Biological Processes"
"7518",-547,0.570702223763073,-1,6,"GO:0006034;GO:0006035","obsolete cuticle chitin metabolic process",0.842550538148171,"High_v_Mid","Biological Processes"
"7519",292,0.743662957257994,-1,7,"GO:0006037","obsolete cell wall chitin metabolic process",0.92097992046504,"High_v_Mid","Biological Processes"
"7520",-281,0.770859598448128,3,6,"GO:0006038;GO:0042546;GO:0044038;GO:0070589;GO:0070592","cell wall macromolecule biosynthetic process",0.929950283236992,"High_v_Mid","Biological Processes"
"7521",-982,0.00445907991355402,2,47,"GO:0006040;GO:1901071","amino sugar metabolic process",0.0799923697562183,"High_v_Mid","Biological Processes"
"7522",-860,0.415420124500875,2,5,"GO:0006041","glucosamine metabolic process",0.767587702889346,"High_v_Mid","Biological Processes"
"7523",-1109,0.0465480115357253,5,18,"GO:0006044","N-acetylglucosamine metabolic process",0.315238617582597,"High_v_Mid","Biological Processes"
"7524",-616,0.312557009761261,4,15,"GO:0006047","UDP-N-acetylglucosamine metabolic process",0.692054149880379,"High_v_Mid","Biological Processes"
"7525",-497,0.485634221079218,4,11,"GO:0006048","UDP-N-acetylglucosamine biosynthetic process",0.808223459258558,"High_v_Mid","Biological Processes"
"7526",-386,0.688723013820786,2,6,"GO:0006054;GO:0019262","N-acetylneuraminate metabolic process",0.900475619692464,"High_v_Mid","Biological Processes"
"7527",-694,0.168502549638805,2,22,"GO:0006063;GO:0019585","uronic acid metabolic process",0.544755998551699,"High_v_Mid","Biological Processes"
"7528",-2357,0.00828671040434094,6,7,"GO:0006064;GO:0019640;GO:1901159;GO:0051167","glucuronate catabolic process to xylulose 5-phosphate",0.120760900756593,"High_v_Mid","Biological Processes"
"7529",-489,0.00165606196422347,2,238,"GO:0006066","alcohol metabolic process",0.0419488313856091,"High_v_Mid","Biological Processes"
"7530",420,0.573866271950403,2,10,"GO:0006067","ethanol metabolic process",0.843996695004056,"High_v_Mid","Biological Processes"
"7531",3237,0.00217438325126568,3,5,"GO:0006068","ethanol catabolic process",0.0503263135253727,"High_v_Mid","Biological Processes"
"7532",-1259,0.23308383877505,-1,5,"GO:0006069","obsolete ethanol oxidation",0.617179483884093,"High_v_Mid","Biological Processes"
"7533",-1493,0.121552230992163,3,6,"GO:0006072;GO:0052646","glycerol-3-phosphate metabolic process",0.482448733904335,"High_v_Mid","Biological Processes"
"7534",-1276,4.73963942092809e-05,2,57,"GO:0006081","cellular aldehyde metabolic process",0.00261433194974931,"High_v_Mid","Biological Processes"
"7535",-664,3.15683276857412e-14,2,808,"GO:0006082;GO:0019752;GO:0043436","organic acid metabolic process",2.66166100001778e-11,"High_v_Mid","Biological Processes"
"7536",-1107,0.0192126381856003,2,25,"GO:0006084","acetyl-CoA metabolic process",0.201051401722363,"High_v_Mid","Biological Processes"
"7537",-1334,0.0417970603959136,3,13,"GO:0006085","acetyl-CoA biosynthetic process",0.300836890800832,"High_v_Mid","Biological Processes"
"7538",-1724,0.0389876090259241,3,8,"GO:0006086;GO:0061732","acetyl-CoA biosynthetic process from pyruvate",0.288873520474291,"High_v_Mid","Biological Processes"
"7539",994,0.129149281457118,2,13,"GO:0006089","lactate metabolic process",0.491764153364251,"High_v_Mid","Biological Processes"
"7540",-1123,0.0012885215947838,2,46,"GO:0006090","pyruvate metabolic process",0.0358416981084015,"High_v_Mid","Biological Processes"
"7541",-641,4.37950498517026e-06,2,297,"GO:0006091","generation of precursor metabolites and energy",0.000349295113817228,"High_v_Mid","Biological Processes"
"7542",21,0.959723159506008,2,31,"GO:0006094;GO:0019319","hexose biosynthetic process",0.987239354726529,"High_v_Mid","Biological Processes"
"7543",-653,0.0848720504307795,4,39,"GO:0006096;GO:0019364;GO:0046032;GO:0072526;GO:0009181;GO:0046031;GO:0009137;GO:0009191;GO:0009134;GO:0006757;GO:0042866","ADP metabolic process",0.415474924607606,"High_v_Mid","Biological Processes"
"7544",-1527,0.00773286474940788,8,17,"GO:0006098;GO:0006740;GO:0051156","glucose 6-phosphate metabolic process",0.115250928664155,"High_v_Mid","Biological Processes"
"7545",-903,0.0104941173601446,3,45,"GO:0006099;GO:0006101;GO:0072350","tricarboxylic acid metabolic process",0.141730619358292,"High_v_Mid","Biological Processes"
"7546",-1207,0.253120569140785,3,5,"GO:0006102","isocitrate metabolic process",0.636316355384445,"High_v_Mid","Biological Processes"
"7547",-571,0.236928776497757,3,24,"GO:0006103","2-oxoglutarate metabolic process",0.620112478443353,"High_v_Mid","Biological Processes"
"7548",-1640,0.0889330726248576,2,6,"GO:0006104","succinyl-CoA metabolic process",0.421254409816942,"High_v_Mid","Biological Processes"
"7549",-1879,0.0244411088686546,3,8,"GO:0006105","succinate metabolic process",0.232891629685813,"High_v_Mid","Biological Processes"
"7550",307,0.696738133990757,3,9,"GO:0006106","fumarate metabolic process",0.904365178538255,"High_v_Mid","Biological Processes"
"7551",-1155,0.104890335383044,3,11,"GO:0006107","oxaloacetate metabolic process",0.455695101927064,"High_v_Mid","Biological Processes"
"7552",-328,0.660625736274316,3,10,"GO:0006108","malate metabolic process",0.88714746200023,"High_v_Mid","Biological Processes"
